Player Name,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Unnamed: 0.1,Unnamed: 0
julio enciso," Embracing the ebb and flow of life, finding acceptance in the dance of existence. ", Acceptance      ,2023-01-10 16:20:00, ZenLifestyle      , Instagram , #Acceptance #LifeJourney                   ,15.0,30.0, UK           ,2023,1,10,16,204,206
youssouf ndayishimiye," Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ", Determination   ,2020-09-18 13:45:00, ResilientSpirit   , Facebook , #Determination #AchieveTheImpossible       ,10.0,20.0, India        ,2020,9,18,13,205,207
máximo perrone," Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ", Serenity        ,2021-07-03 19:00:00, NatureSoul        , Twitter  , #Serenity #NatureRetreat                   ,12.0,25.0, Australia    ,2021,7,3,19,206,208
mario lemina," Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ", Curiosity       ,2022-10-08 08:15:00, EternalLearner    , Instagram , #Curiosity #KnowledgeQuest                ,20.0,40.0, USA          ,2022,10,8,8,207,209
amin sarr," Floating through the day with an air of indifference, detached from the mundane happenings around. ", Indifference    ,2023-03-22 16:30:00, AloofObserver     , Facebook , #Indifference #FloatingThroughLife        ,10.0,20.0, Canada        ,2023,3,22,16,208,210
lyle foster," Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ", Confusion       ,2021-05-15 11:45:00, ThoughtExplorer   , Twitter  , #Confusion #ThoughtLabyrinth              ,15.0,30.0, UK            ,2021,5,15,11,209,211
joshua zirkzee," Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ", Numbness        ,2019-12-28 14:30:00, StoicSoul         , Instagram , #Numbness #StoicFacade                    ,8.0,15.0, Australia     ,2019,12,28,14,210,212
matheus henrique," Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ", Melancholy      ,2020-03-01 19:00:00, DreamerInSilence  , Facebook , #Melancholy #WhispersInTheBreeze         ,12.0,25.0, India         ,2020,3,1,19,211,213
ludovic ajorque," Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ", Nostalgia       ,2018-07-10 15:45:00, JournalKeeper     , Twitter  , #Nostalgia #JournalMoments               ,10.0,20.0, Canada        ,2018,7,10,15,212,214
nicolás tagliafico," A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ", Ambivalence     ,2022-01-05 10:30:00, ThreadWeaver      , Instagram , #Ambivalence #ConflictingFeelings        ,12.0,25.0, UK            ,2022,1,5,10,213,215
flynn downes," Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ", Acceptance      ,2021-08-20 16:20:00, SelfLoveAdvocate  , Facebook , #Acceptance #SelfLoveJourney              ,15.0,30.0, Australia    ,2021,8,20,16,214,216
gabriel sara," Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ", Determination   ,2019-11-03 13:45:00, DreamChaser       , Twitter  , #Determination #DreamsIntoReality        ,18.0,35.0, USA          ,2019,11,3,13,215,217
james garner," Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ", Serenity        ,2020-04-12 19:30:00, OceanSoul         , Instagram , #Serenity #OceanRetreat                   ,25.0,50.0, Canada        ,2020,4,12,19,216,218
antoine semenyo," Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ", Curiosity       ,2022-04-15 08:45:00, HorizonExplorer   , Facebook , #Curiosity #NewHorizons                  ,22.0,45.0, India         ,2022,4,15,8,217,219
nicolás ibáñez," Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ", Indifference    ,2023-02-10 17:00:00, NonchalantSpirit  , Twitter  , #Indifference #DriftingThroughLife       ,9.0,18.0, UK            ,2023,2,10,17,218,220
dango ouattara," Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ", Confusion       ,2020-08-05 12:15:00, ComplexThinker    , Instagram , #Confusion #PerplexedMind                ,14.0,28.0, Australia    ,2020,8,5,12,219,221
armel bella kotchap," Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ", Numbness        ,2021-12-01 15:30:00, ShieldedHeart     , Facebook , #Numbness #EmotionalShield               ,10.0,20.0, USA          ,2021,12,1,15,220,222
jakub kaminski," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ", Melancholy      ,2019-03-25 21:00:00, SymphonySoul      , Twitter  , #Melancholy #WistfulHeart                ,13.0,26.0, Canada        ,2019,3,25,21,221,223
luis suárez," Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ", Nostalgia       ,2017-06-18 14:45:00, YearbookExplorer  , Instagram , #Nostalgia #YearbookMemories            ,12.0,25.0, India         ,2017,6,18,14,222,224
rúben vinagre," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ", Ambivalence     ,2022-07-08 11:30:00, DecisiveDilemma   , Facebook , #Ambivalence #ShadesOfUncertainty       ,15.0,30.0, Australia    ,2022,7,8,11,223,225
giulian biancone," Embracing life's imperfections, finding acceptance in the journey, scars and all. ", Acceptance      ,2023-05-15 16:20:00, ImperfectHarmony  , Twitter  , #Acceptance #ImperfectJourney            ,18.0,36.0, Canada        ,2023,5,15,16,224,226
jeffinho," A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ", Determination   ,2021-09-10 14:45:00, VisionarySpirit   , Instagram , #Determination #UnparalleledHeights      ,20.0,40.0, UK            ,2021,9,10,14,225,227
junya ito," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ", Serenity        ,2020-02-28 18:30:00, ForestDreamer     , Facebook , #Serenity #NatureWhispers                ,25.0,50.0, USA          ,2020,2,28,18,226,228
borja mayoral," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ", Indifference    ,2023-03-10 16:30:00, SilentSpectator   , Instagram , #Indifference #SilentObserver            ,9.0,18.0, India         ,2023,3,10,16,227,231
ademola lookman," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ", Confusion       ,2021-05-02 11:45:00, MazeNavigator     , Facebook , #Confusion #ThoughtLabyrinth              ,14.0,28.0, Australia    ,2021,5,2,11,228,232
guglielmo vicario," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ", Numbness        ,2019-10-18 14:30:00, ResilientFortress , Twitter  , #Numbness #StoicResilience               ,11.0,22.0, UK            ,2019,10,18,14,229,233
rolando mandragora," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ", Melancholy      ,2020-01-05 20:00:00, CanvasDreamer     , Instagram , #Melancholy #BittersweetMemories         ,13.0,26.0, USA          ,2020,1,5,20,230,234
gerónimo rulli," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ", Nostalgia       ,2018-08-10 15:45:00, DiaryExplorer     , Facebook , #Nostalgia #DiaryJourney                 ,12.0,25.0, Canada        ,2018,8,10,15,231,235
artur," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ", Ambivalence     ,2022-01-15 10:30:00, CrossroadsTraveler , Twitter  , #Ambivalence #ConflictingEmotions        ,15.0,30.0, India         ,2022,1,15,10,232,236
joe aribo," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ", Acceptance      ,2021-07-20 16:20:00, MosaicDreamer     , Instagram , #Acceptance #BeautifulChaos              ,18.0,36.0, Australia     ,2021,7,20,16,233,237
beto," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ", Determination   ,2019-12-03 13:45:00, PathfinderSpirit  , Facebook , #Determination #ExtraordinaryPath        ,20.0,40.0, USA          ,2019,12,3,13,234,238
ozan kabak," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ", Serenity        ,2020-04-12 19:30:00, RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25.0,50.0, Canada        ,2020,4,12,19,235,239
sofiane boufal," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ", Curiosity       ,2022-05-08 08:45:00, SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22.0,45.0, UK            ,2022,5,8,8,236,240
mislav orsic," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ", Indifference    ,2023-02-22 17:00:00, NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9.0,18.0, India         ,2023,2,22,17,237,241
gianluca caprari," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ", Confusion       ,2020-06-05 12:15:00, ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14.0,28.0, Australia    ,2020,6,5,12,238,242
wilfried gnonto," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness        ,2021-11-30 15:30:00, TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10.0,20.0, Canada        ,2021,11,30,15,239,243
mahmoud trezeguet," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ", Melancholy      ,2019-02-25 21:00:00, WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13.0,26.0, UK            ,2019,2,25,21,240,244
hugo duro," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ", Nostalgia       ,2017-05-18 14:45:00, TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12.0,25.0, USA          ,2017,5,18,14,241,245
michy batshuayi," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ", Ambivalence     ,2022-08-05 11:30:00, CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15.0,30.0, Canada        ,2022,8,5,11,242,246
mario götze," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ", Acceptance      ,2023-06-15 16:20:00, MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18.0,36.0, Australia    ,2023,6,15,16,243,247
léo dubois," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ", Determination   ,2021-10-10 14:45:00, DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20.0,40.0, UK            ,2021,10,10,14,244,248
cucho hernández," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ", Serenity        ,2020-05-12 19:30:00, MoonlitSoul       , Instagram , #Serenity #MoonlitPeace                  ,25.0,50.0, USA          ,2020,5,12,19,245,249
joão victor," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ", Curiosity       ,2022-12-01 09:15:00, FearlessExplorer  , Facebook , #Curiosity #FearlessExplorer              ,22.0,44.0, India         ,2022,12,1,9,246,250
ahmetcan kaplan,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness ,2021-11-30 15:30:00, TurbulentShield , Instagram , #Numbness #EmotionalStorms ,10.0,20.0, Canada ,2021,11,30,15,247,251
andreas pereira," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ", Zest ,2018-07-12 17:45:00, JoyfulDancer , Twitter , #Zest #CarefreeSpirit ,15.0,30.0, USA ,2018,7,12,17,248,252
josé manuel lópez," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ", Contentment ,2020-09-05 20:10:00, SereneBasker , Facebook , #Contentment #GoldenGlow ,18.0,36.0, Australia ,2020,9,5,20,249,253
evander," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ", Hopeful ,2022-04-18 08:00:00, DreamPainter , Instagram , #Hopeful #CanvasOfDreams ,12.0,24.0, India ,2022,4,18,8,250,254
lewis o'brien," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ", Proud ,2019-12-10 12:20:00, OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25.0,50.0, Canada ,2019,12,10,12,251,255
alphonse areola," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ", Grateful ,2023-02-28 09:45:00, HeartGardener , Facebook , #Grateful #BlossomingConnection ,20.0,40.0, USA ,2023,2,28,9,252,256
gabriel slonina," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ", Empathetic ,2018-04-03 14:15:00, ThreadWeaver , Instagram , #Empathetic #TapestryOfUnderstanding ,15.0,30.0, UK ,2018,4,3,14,253,257
jonas omlin," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ", Compassionate ,2022-06-20 10:30:00, CloudCaretaker , Twitter , #Compassionate #ShowerOfEmpathy ,18.0,36.0, Australia ,2022,6,20,10,254,258
christopher wooh," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ", Playful ,2020-07-08 18:00:00, RainDancer , Facebook , #Playful #DanceInTheRain ,22.0,44.0, Canada ,2020,7,8,18,255,259
andreas schjelderup," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ", Free-spirited ,2021-08-15 11:10:00, SkyPainter , Instagram , #FreeSpirit #PaintingTheSky ,20.0,40.0, India ,2021,8,15,11,256,260
andrea colpani," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ", Inspired ,2019-10-25 16:50:00, PhoenixExplorer , Twitter , #Inspired #CreativePhoenix ,15.0,30.0, UK ,2019,10,25,16,257,261
josip juranovic," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ", Hopeful ,2023-10-05 07:30:00, SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12.0,24.0, USA ,2023,10,5,7,258,262
jhon lucumí," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ", Confident ,2022-02-15 13:15:00, SandStrider , Instagram , #Confident #FootprintsOfAssuredness ,25.0,50.0, Australia ,2022,2,15,13,259,263
andreas cornelius," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ", Serenity ,2021-05-08 22:00:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13.0,26.0, Canada ,2021,5,8,22,260,264
adam buksa," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ", Curiosity ,2020-11-29 14:45:00, KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17.0,34.0, USA ,2020,11,29,14,261,265
facundo buonanotte," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ", Ambivalence ,2019-09-14 10:20:00, BreezeWaltzer , Facebook , #Ambivalence #AutumnWaltz ,14.0,28.0, UK ,2019,9,14,10,262,266
kevin mbabu," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ", Grateful ,2022-03-12 19:55:00, StarNavigator , Twitter , #Grateful #GuidingStar ,19.0,38.0, Australia ,2022,3,12,19,263,267
anders dreyer," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ", Zest ,2023-03-30 16:30:00, MeadowSprinter , Instagram , #Zest #FieldsOfEnthusiasm ,16.0,32.0, India ,2023,3,30,16,264,268
bernd leno," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,2021-07-01 12:10:00, RainNurturer , Facebook , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,265,269
kristijan jakic," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,266,270
anwar el ghazi," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, UK ,2022,7,17,6,267,271
predrag rajkovic," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,268,272
julien duranville," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,2021-12-08 14:30:00, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18.0,36.0, India ,2021,12,8,14,269,273
ritsu doan," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,2019-04-27 09:50:00, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0, Canada ,2019,4,27,9,270,274
omar richards," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,2023-09-03 21:40:00, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0, USA ,2023,9,3,21,271,275
giulio maggiore," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Free-spirited ,2020-06-10 10:05:00, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22.0,44.0, UK ,2020,6,10,10,272,276
jens petter hauge," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,2022-04-01 18:30:00, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19.0,38.0, Australia ,2022,4,1,18,273,277
nathan ngoumou," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,2021-01-15 13:00:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0, Canada ,2021,1,15,13,274,278
alexander bah," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,2023-05-06 07:20:00, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15.0,30.0, India ,2023,5,6,7,275,279
césar montes," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,2019-11-18 15:15:00, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0, USA ,2019,11,18,15,276,280
ismaël koné," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,2020-08-29 20:45:00, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14.0,28.0, UK ,2020,8,29,20,277,281
andré almeida," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,2022-10-30 11:40:00, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17.0,34.0, Australia ,2022,10,30,11,278,282
simon adingra," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,279,283
el bilal touré," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,280,284
marcos antônio," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, UK ,2022,7,17,6,281,285
abner," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,282,286
bamba dieng," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,2021-12-08 14:30:00, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18.0,36.0, India ,2021,12,8,14,283,287
kaiky," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,2019-04-27 09:50:00, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0, Canada ,2019,4,27,9,284,288
lucas alario," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,2023-09-03 21:40:00, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0, USA ,2023,9,3,21,285,289
patrick wimmer," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Free-spirited ,2020-06-10 10:05:00, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22.0,44.0, UK ,2020,6,10,10,286,290
flavius daniliuc," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,2022-04-01 18:30:00, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19.0,38.0, Australia ,2022,4,1,18,287,291
francisco conceição," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,2021-01-15 13:00:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0, Canada ,2021,1,15,13,288,292
carlos vinícius," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,2023-05-06 07:20:00, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15.0,30.0, India ,2023,5,6,7,289,293
martín ojeda," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,2019-11-18 15:15:00, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0, USA ,2019,11,18,15,290,294
denis bouanga," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,2020-08-29 20:45:00, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14.0,28.0, UK ,2020,8,29,20,291,295
wanderson," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,2022-10-30 11:40:00, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17.0,34.0, Australia ,2022,10,30,11,292,296
enis bardhi," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,293,297
kastriot imeri," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,294,298
moi gómez," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, India ,2022,7,17,6,295,299
todd cantwell," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,296,300
domingos duarte," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ", Despair ,2021-09-15 16:00:00, ShatteredHeart , Instagram , #Despair #EchoingSilence ,8.0,16.0, Canada ,2021,9,15,16,297,301
alejandro pozuelo," Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ", Bitterness ,2019-03-08 14:20:00, VenomousSoul , Facebook , #Bitterness #ResentmentWeb ,12.0,24.0, UK ,2019,3,8,14,298,302
jean victor makengo," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ", Loneliness ,2017-07-20 11:45:00, DesertWanderer , Twitter , #Loneliness #MiragesOfConnection ,15.0,30.0, USA ,2017,7,20,11,299,303
bartol franjic," Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ", Yearning ,2020-11-02 19:30:00, ColdEmbrace , Instagram , #Yearning #DistantWarmth ,10.0,20.0, Australia ,2020,11,2,19,300,304
ousmane diomande," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ", Fearful ,2022-05-12 02:00:00, NightPrisoner , Facebook , #Fearful #ImaginedHorrors ,18.0,36.0, India ,2022,5,12,2,301,305
jota," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ", Apprehensive ,2023-04-08 13:15:00, TightropeWalker , Twitter , #Apprehensive #BalancingAct ,14.0,28.0, UK ,2023,4,8,13,302,306
nicolò casale," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ", Overwhelmed ,2021-06-25 17:50:00, AtlasBearer , Instagram , #Overwhelmed #BouldersOfExhaustion ,22.0,44.0, Canada ,2021,6,25,17,303,307
takefusa kubo," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ", Jealous ,2019-08-30 10:10:00, GreenMonster , Facebook , #Jealous #GreenEyedMonster ,16.0,32.0, USA ,2019,8,30,10,304,308
julian ryerson," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ", Devastated ,2022-08-03 15:30:00, StormSurvivor , Twitter , #Devastated #WindsOfBrokenPromises ,25.0,50.0, Australia ,2022,8,3,15,305,309
guus til," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ", Frustrated ,2020-12-17 09:20:00, PuzzleComposer , Instagram , #Frustrated #UnsolvablePuzzle ,12.0,24.0, India ,2020,12,17,9,306,310
josip brekalo," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ", Envious ,2021-02-28 22:45:00, GildedHeartache , Facebook , #Envious #GildedPrize ,20.0,40.0, USA ,2021,2,28,22,307,311
quinten timber," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ", Dismissive ,2018-05-10 14:00:00, IndifferentFort , Twitter , #Dismissive #ImpenetrableWalls ,14.0,28.0, UK ,2018,5,10,14,308,312
armand laurienté," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", Frustrated ,2022-01-07 11:10:00, DreamMosaic , Instagram , #Frustrated #MosaicOfDisappointment ,15.0,30.0, Canada ,2022,1,7,11,309,313
perr schuurs," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", Loneliness ,2019-09-19 03:30:00, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18.0,36.0, Australia ,2019,9,19,3,310,314
vedat muriqi," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ", Fearful ,2023-07-14 23:00:00, DarkWhispers , Twitter , #Fearful #SpecterOfTheUnknown ,13.0,26.0, UK ,2023,7,14,23,311,315
casper tengstedt," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ", Bitterness ,2020-04-05 16:20:00, LingeringTaste , Instagram , #Bitterness #BitterAftertaste ,10.0,20.0, India ,2020,4,5,16,312,316
cameron carter vickers," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ", Overwhelmed ,2021-11-29 08:45:00, TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20.0,40.0, USA ,2021,11,29,8,313,317
matteo lovato," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ", Jealous ,2019-12-12 17:00:00, VenomousHeart , Twitter , #Jealous #HeartOfDiscontent ,16.0,32.0, Australia ,2019,12,12,17,314,318
oscar gloukh," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ", Devastated ,2022-05-20 14:50:00, FragileTrust , Instagram , #Devastated #ShatteredTrust ,25.0,50.0, Canada ,2022,5,20,14,315,319
